Name,Team,Url,Type,ValueinCR,Full Name,Born,Age,National Side,Batting Style,Bowling,Sport,MatchPlayed,InningsBatted,NotOuts,RunsScored,HighestInnScore,100s,50s,4s,6s,BattingAVG,BattingS/R,CatchesTaken,StumpingsMade,Ducks,R/O,InningsBowled,Overs,Maidens,RunsConceded,Wickets,Best,3s,5s,BowlingAVG,EconomyRate,S/R,Mtc
Matthew Wade,GT,https://sports.ndtv.com/cricket/players/1010-matthew-wade-playerprofile,Wicket-Keeper ,2.40,Matthew Scott Wade,"December 26, 1987 Hobart, Tasmania","34 Years, 2 Months, 21 Days",Australia,Left Handed,Right-arm medium,,3,3,0,22,11 v PWI,0,0,0,0,7.33,66.66,,,0,0,,,,,,,,,,,,
Jason Roy,GT,https://sports.ndtv.com/cricket/players/16312-jason-jonathan-roy-playerprofile,Batsman ,2.00,Jason Jonathan Roy,"July 21, 1990 Durban, South Africa","31 Years, 7 Months, 25 Days",England,Right Handed,,,13,13,2,329,91* v MI,0,2,39,9,29.90,129.02,8,0,0,0,,,,,,,,,,,,
Wriddhiman Saha,GT,https://sports.ndtv.com/cricket/players/1088-wriddhiman-saha-playerprofile,Wicket-Keeper ,1.90,Wriddhiman Prasanta Saha,"October 24, 1984 Shaktigarh","37 Years, 4 Months, 22 Days",India,Right Handed,,,133,108,22,2110,115* v KKR,1,8,191,69,24.53,128.73,69,20,6,8,,,,,,,,,,,,
Jayant Yadav,GT,https://sports.ndtv.com/cricket/players/60086-jayant-yadav-playerprofile,All-Rounder ,1.70,Jayant Yadav,"January 22, 1990 Delhi","32 Years, 1 Months, 21 Days",India,Right Handed,Off break,IPL,19,5,1,40,23 v DC,0,0,2,1,10.00,111.11,6,0,1,2,19,61,0,419,8,1/8 v CSK,0,0,52.37,6.86,45.75,19
Vijay Shankar,GT,https://sports.ndtv.com/cricket/players/62197-vijay-shankar-playerprofile,All-Rounder ,1.40,Vijay Shankar,"January 26, 1991 Tirunelveli, Tamil Nadu","31 Years, 1 Months, 18 Days",India,Right Handed,Right-arm medium,IPL,47,39,12,712,63* v GL,0,3,45,28,26.37,126.24,21,0,3,1,20,38.1,0,329,9,2/19 v MI,0,0,36.55,8.62,25.44,20
Dominic Drakes,GT,https://sports.ndtv.com/cricket/players/114349-dominic-drakes-playerprofile,All-Rounder ,1.10,Dominic Conneil Drakes,"February 6, 1998 ","24 Years, 1 Months, 6 Days",West Indies,Left Handed,Left-arm fast medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varun Aaron,GT,https://sports.ndtv.com/cricket/players/1252-varun-aaron-playerprofile,Bowler ,0.50,Varun Raymond Aaron,"October 29, 1989 Singhbhum, Bihar (now Jharkhand)","32 Years, 4 Months, 17 Days",India,Right Handed,Right-arm fast,IPL,50,13,8,50,17* v PBKS,0,0,2,2,10.00,69.44,3,0,5,2,48,160.4,2,1429,42,3/16 v KKR,1,0,34.02,8.89,22.95,48
Gurkeerat Singh Mann,GT,https://sports.ndtv.com/cricket/players/1661-gurkeerat-singh-playerprofile,All-Rounder ,0.50,Gurkeerat Rupinder Singh,"June 29, 1990 Muktsar, Punjab","31 Years, 8 Months, 16 Days",India,Right Handed,Off break,IPL,41,32,8,511,65 v SRH,0,2,55,11,21.29,121.09,19,1,4,1,6,13,0,97,5,2/15 v RPS,0,0,19.40,7.46,15.60,6
Noor Ahmad,GT,https://sports.ndtv.com/cricket/players/112545-noor-ahmad-playerprofile,Bowler ,0.30,Noor Ahmad Lakanwal,"January 3, 2005 ","17 Years, 2 Months, 12 Days",Afghanistan,Right Handed,Slow left-arm chinaman,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darshan Nalkande,GT,https://sports.ndtv.com/cricket/players/110589-darshan-nalkande-playerprofile,All-Rounder ,0.20,Darshan Girish Nalkande,"October 4, 1998 Wardha, Maharashtra","23 Years, 5 Months, 11 Days",India,Right Handed,Right-arm fast medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sai Sudharsan,GT,https://sports.ndtv.com/cricket/players/115302-sai-sudharsan-playerprofile,All-Rounder ,0.20,Bhardwaj Sai Sudharsan,"October 15, 2001 ","20 Years, 5 Months, 0 Days",India,Left Handed,Leg break,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pradeep Sangwan,GT,https://sports.ndtv.com/cricket/players/1047-pradeep-sangwan-playerprofile,All-Rounder ,0.20,Pradeep Jaibeer Sangwan,"November 5, 1990 Rasiwas, Delhi","31 Years, 4 Months, 10 Days",India,Right Handed,Left-arm medium,IPL,39,14,7,24,6* v MI,0,0,1,0,3.42,61.53,6,0,6,1,39,133.4,1,1175,35,3/18 v DCH,3,0,33.57,8.79,22.91,39
